medication_id,location_id,risk_score,risk_level,predicted_stockout_date,days_to_stockout,primary_risk_factors,contributing_factors,mitigating_factors,confidence,recommended_review
MED057,LOC001,72.0,HIGH,2026-08-31,0.0,Acute low inventory buffer (0.0 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED057,LOC002,72.0,HIGH,2026-09-01,1.7,Acute low inventory buffer (1.6 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED057,LOC003,72.0,HIGH,2026-08-31,0.0,Acute low inventory buffer (0.0 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED057,LOC004,72.0,HIGH,2026-09-02,2.3,Depleted inventory buffer (2.2 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED057,LOC005,72.0,HIGH,2026-09-03,3.0,Depleted inventory buffer (3.0 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED057,LOC006,72.0,HIGH,2026-09-04,4.6,Depleted inventory buffer (4.8 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED057,LOC007,72.0,HIGH,2026-08-31,0.0,Acute low inventory buffer (0.0 days of supply on hand); Primary supplier lead-time surge (4d -> 25d); Active supplier disruption causing delivery delay (20d delay),High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Reroute purchase order allocation to Evergreen Therapeutics Supply with 6-day lead time to avoid stockout.
MED058,LOC001,39.4,MEDIUM,2026-09-15,15.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (701 units, 19.2 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED058,LOC002,39.6,MEDIUM,2026-09-17,17.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (701 units, 19.2 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED058,LOC003,15.0,LOW,2026-09-23,23.2,None,Moderate inventory buffer (8.4 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (600 units) arriving in 1d from reliable vendor (94%); Regional surplus available at Valley Regional Trauma Center (701 units, 19.2 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,No escalation required; inbound shipment (600 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED058,LOC004,39.6,MEDIUM,2026-09-16,16.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (701 units, 19.2 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED058,LOC005,39.4,MEDIUM,2026-09-21,21.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (701 units, 19.2 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED058,LOC006,39.2,MEDIUM,2026-09-18,18.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (4d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED058,LOC007,40.9,MEDIUM,2026-09-21,21.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (701 units, 19.2 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC001,39.3,MEDIUM,2026-09-20,20.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (674 units, 24.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC002,39.6,MEDIUM,2026-09-24,24.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (674 units, 24.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC003,39.5,MEDIUM,2026-09-24,24.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC004,50.4,MEDIUM,2026-09-14,14.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (674 units, 24.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC005,50.0,MEDIUM,2026-09-16,16.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (674 units, 24.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC006,39.4,MEDIUM,2026-09-16,16.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (674 units, 24.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED059,LOC007,40.4,MEDIUM,2026-09-13,13.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (674 units, 24.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED060,LOC001,40.2,MEDIUM,2026-09-21,21.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED060,LOC002,57.0,HIGH,2026-09-09,9.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Place expedited replenishment purchase order and monitor daily burn rate closely.
MED060,LOC003,40.2,MEDIUM,2026-09-19,19.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED060,LOC004,41.8,MEDIUM,2026-09-28,28.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED060,LOC005,41.5,MEDIUM,2026-10-01,31.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED060,LOC006,46.8,MEDIUM,2026-09-24,24.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED060,LOC007,43.8,MEDIUM,2026-10-26,56.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED061,LOC001,38.2,MEDIUM,2026-09-26,26.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (543 units, 15.3 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED061,LOC002,30.4,MEDIUM,2026-09-16,16.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (543 units, 15.3 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED061,LOC003,8.5,LOW,2026-09-28,28.4,None,None,"Regional surplus available at Valley Regional Trauma Center (543 units, 15.3 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED061,LOC004,30.7,MEDIUM,2026-09-22,22.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (543 units, 15.3 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED061,LOC005,30.4,MEDIUM,2026-09-20,20.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (543 units, 15.3 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED061,LOC006,30.2,MEDIUM,2026-09-15,15.4,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED061,LOC007,31.6,MEDIUM,2026-09-24,24.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (543 units, 15.3 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED062,LOC001,30.2,MEDIUM,2026-09-18,18.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (1258 units, 19.1 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED062,LOC002,30.2,MEDIUM,2026-09-17,17.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (1258 units, 19.1 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED062,LOC003,15.0,LOW,2026-09-25,25.2,None,Moderate inventory buffer (9.6 days of supply),"Confirmed inbound PO (1040 units) arriving in 1d from reliable vendor (98%); Regional surplus available at Valley Regional Trauma Center (1258 units, 19.1 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (1040 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED062,LOC004,35.6,MEDIUM,2026-09-18,18.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (1258 units, 19.1 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED062,LOC005,18.5,LOW,2026-09-25,25.9,None,Moderate inventory buffer (10.0 days of supply),"Confirmed inbound PO (460 units) arriving in 2d from reliable vendor (98%); Regional surplus available at Valley Regional Trauma Center (1258 units, 19.1 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (460 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED062,LOC006,30.1,MEDIUM,2026-09-19,19.0,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED062,LOC007,39.1,MEDIUM,2026-09-18,18.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (1258 units, 19.1 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED063,LOC001,8.5,LOW,2026-09-27,27.6,None,None,"Regional surplus available at South Ambulatory & Surgical Center (46 units, 33.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED063,LOC002,13.8,LOW,2026-09-27,27.4,None,None,"Regional surplus available at South Ambulatory & Surgical Center (46 units, 33.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED063,LOC003,15.0,LOW,2026-09-22,22.1,None,Moderate inventory buffer (7.7 days of supply),"Confirmed inbound PO (370 units) arriving in 1d from reliable vendor (98%); Regional surplus available at South Ambulatory & Surgical Center (46 units, 33.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (370 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED063,LOC004,39.0,MEDIUM,2026-10-02,32.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (46 units, 33.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED063,LOC005,8.8,LOW,2026-09-28,28.1,None,None,"Regional surplus available at South Ambulatory & Surgical Center (46 units, 33.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED063,LOC006,30.2,MEDIUM,2026-09-15,15.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (46 units, 33.8 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED063,LOC007,32.2,MEDIUM,2026-09-28,28.0,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED064,LOC001,38.1,MEDIUM,2026-09-14,14.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (1437 units, 21.0 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED064,LOC002,30.3,MEDIUM,2026-09-21,21.3,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED064,LOC003,30.1,MEDIUM,2026-09-16,16.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (1437 units, 21.0 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED064,LOC004,18.6,LOW,2026-09-25,25.0,None,Moderate inventory buffer (9.0 days of supply),"Confirmed inbound PO (380 units) arriving in 2d from reliable vendor (96%); Regional surplus available at North Suburban General Hospital (1437 units, 21.0 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,No escalation required; inbound shipment (380 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED064,LOC005,18.5,LOW,2026-09-24,24.3,None,Moderate inventory buffer (9.6 days of supply),"Confirmed inbound PO (840 units) arriving in 2d from reliable vendor (96%); Regional surplus available at North Suburban General Hospital (1437 units, 21.0 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,No escalation required; inbound shipment (840 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED064,LOC006,8.3,LOW,2026-09-28,28.7,None,None,"Regional surplus available at North Suburban General Hospital (1437 units, 21.0 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED064,LOC007,30.9,MEDIUM,2026-09-24,24.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (1437 units, 21.0 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED065,LOC001,22.6,LOW,2026-09-16,16.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (762 units, 19.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED065,LOC002,28.8,LOW,2026-09-11,11.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (762 units, 19.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED065,LOC003,22.7,LOW,2026-09-19,19.0,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED065,LOC004,29.1,LOW,2026-09-15,15.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (762 units, 19.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED065,LOC005,22.8,LOW,2026-09-24,24.6,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (762 units, 19.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED065,LOC006,15.0,LOW,2026-09-26,26.4,None,Moderate inventory buffer (8.0 days of supply),"Confirmed inbound PO (700 units) arriving in 1d from reliable vendor (99%); Regional surplus available at Metro Memorial Health - Main (762 units, 19.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,No escalation required; inbound shipment (700 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED065,LOC007,23.4,LOW,2026-09-29,29.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (762 units, 19.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED066,LOC001,15.0,LOW,2026-09-25,25.1,None,Moderate inventory buffer (8.9 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (1370 units) arriving in 1d from reliable vendor (98%); Regional surplus available at Metro Memorial Health - Main (828 units, 12.5 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,No escalation required; inbound shipment (1370 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED066,LOC002,11.0,LOW,2026-09-27,27.9,None,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (828 units, 12.5 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED066,LOC003,11.0,LOW,2026-09-28,28.6,None,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED066,LOC004,39.6,MEDIUM,2026-09-19,19.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (828 units, 12.5 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED066,LOC005,49.7,MEDIUM,2026-09-14,14.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (828 units, 12.5 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED066,LOC006,23.9,LOW,2026-09-23,23.5,None,Moderate inventory buffer (8.7 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (960 units) arriving in 2d from reliable vendor (98%); Regional surplus available at Metro Memorial Health - Main (828 units, 12.5 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,No escalation required; inbound shipment (960 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED066,LOC007,15.0,LOW,2026-09-23,23.8,None,Moderate inventory buffer (6.7 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (80 units) arriving in 0d from reliable vendor (98%); Regional surplus available at Metro Memorial Health - Main (828 units, 12.5 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,No escalation required; inbound shipment (80 units) confirmed on schedule arriving in 0d. Maintain standard monitoring.
MED067,LOC001,8.4,LOW,2026-09-26,26.8,None,None,"Regional surplus available at North Suburban General Hospital (526 units, 18.7 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED067,LOC002,30.4,MEDIUM,2026-09-18,18.4,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (6d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED067,LOC003,18.4,LOW,2026-09-24,24.4,None,Moderate inventory buffer (9.3 days of supply),"Confirmed inbound PO (780 units) arriving in 2d from reliable vendor (95%); Regional surplus available at North Suburban General Hospital (526 units, 18.7 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,No escalation required; inbound shipment (780 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED067,LOC004,23.7,LOW,2026-09-23,23.8,None,Moderate inventory buffer (9.6 days of supply),"Regional surplus available at North Suburban General Hospital (526 units, 18.7 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED067,LOC005,38.3,MEDIUM,2026-09-15,15.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (526 units, 18.7 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED067,LOC006,30.1,MEDIUM,2026-09-14,14.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (526 units, 18.7 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED067,LOC007,31.3,MEDIUM,2026-09-23,23.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (526 units, 18.7 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED068,LOC001,23.9,LOW,2026-09-24,24.6,None,Moderate inventory buffer (9.5 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (4610 units) arriving in 2d from reliable vendor (92%); Regional surplus available at Metro Memorial Health - Main (3127 units, 14.0 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,No escalation required; inbound shipment (4610 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED068,LOC002,10.9,LOW,2026-09-26,26.8,None,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (3127 units, 14.0 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED068,LOC003,10.8,LOW,2026-09-27,27.4,None,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED068,LOC004,11.1,LOW,2026-09-29,29.4,None,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (3127 units, 14.0 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED068,LOC005,10.8,LOW,2026-09-28,28.6,None,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (3127 units, 14.0 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED068,LOC006,10.7,LOW,2026-09-26,26.1,None,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (3127 units, 14.0 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED068,LOC007,15.0,LOW,2026-09-23,23.9,None,Moderate inventory buffer (9.4 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (270 units) arriving in 1d from reliable vendor (92%); Regional surplus available at Metro Memorial Health - Main (3127 units, 14.0 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,No escalation required; inbound shipment (270 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED069,LOC001,10.9,LOW,2026-09-27,27.4,None,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (3935 units, 14.7 DOS); Alternate certified supplier available with normal lead time (7d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED069,LOC002,10.9,LOW,2026-09-25,25.1,None,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (3935 units, 14.7 DOS); Alternate certified supplier available with normal lead time (7d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED069,LOC003,10.8,LOW,2026-09-26,26.1,None,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (3935 units, 14.7 DOS); Alternate certified supplier available with normal lead time (7d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED069,LOC004,15.0,LOW,2026-09-23,23.3,None,Moderate inventory buffer (8.6 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (460 units) arriving in 1d from reliable vendor (92%); Regional surplus available at Valley Regional Trauma Center (3935 units, 14.7 DOS); Alternate certified supplier available with normal lead time (7d)",0.95,No escalation required; inbound shipment (460 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED069,LOC005,10.9,LOW,2026-09-25,25.4,None,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (3935 units, 14.7 DOS); Alternate certified supplier available with normal lead time (7d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED069,LOC006,10.7,LOW,2026-09-28,28.2,None,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (7d),0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED069,LOC007,46.7,MEDIUM,2026-09-16,16.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (3935 units, 14.7 DOS); Alternate certified supplier available with normal lead time (7d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
