po_id,medication_id,location_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,status
PO-19587,MED008,LOC002,SUP001,2026-08-06,2026-08-11,2026-08-11,270,270,Delivered
PO-19588,MED012,LOC006,SUP007,2026-08-06,2026-08-10,2026-08-10,620,620,Delivered
PO-19589,MED013,LOC005,SUP007,2026-08-06,2026-08-11,2026-08-11,100,100,Delivered
PO-19590,MED018,LOC002,SUP001,2026-08-06,2026-08-09,2026-08-09,690,690,Delivered
PO-19591,MED019,LOC004,SUP015,2026-08-06,2026-08-09,2026-08-09,160,160,Delivered
PO-19592,MED026,LOC004,SUP002,2026-08-06,2026-08-12,2026-08-12,330,330,Delivered
PO-19593,MED029,LOC001,SUP015,2026-08-06,2026-08-09,2026-08-09,320,320,Delivered
PO-19594,MED031,LOC002,SUP015,2026-08-06,2026-08-09,2026-08-09,520,520,Delivered
PO-19595,MED061,LOC002,SUP004,2026-08-06,2026-08-13,2026-08-13,290,290,Delivered
PO-19596,MED061,LOC003,SUP004,2026-08-06,2026-08-13,2026-08-13,490,490,Delivered
PO-19597,MED061,LOC004,SUP004,2026-08-06,2026-08-13,2026-08-13,120,120,Delivered
PO-19598,MED062,LOC006,SUP004,2026-08-06,2026-08-11,2026-08-11,1060,1060,Delivered
PO-19599,MED063,LOC006,SUP004,2026-08-06,2026-08-13,2026-08-13,350,350,Delivered
PO-19600,MED070,LOC007,SUP004,2026-08-06,2026-08-12,2026-08-12,50,50,Delivered
PO-19601,MED071,LOC005,SUP014,2026-08-06,2026-08-12,2026-08-12,70,70,Delivered
PO-19602,MED073,LOC002,SUP004,2026-08-06,2026-08-12,2026-08-12,90,90,Delivered
PO-19603,MED075,LOC005,SUP004,2026-08-06,2026-08-12,2026-08-12,280,280,Delivered
PO-19604,MED002,LOC002,SUP010,2026-08-07,2026-08-14,2026-08-14,230,230,Delivered
PO-19605,MED003,LOC001,SUP001,2026-08-07,2026-08-10,2026-08-10,330,330,Delivered
PO-19606,MED008,LOC003,SUP001,2026-08-07,2026-08-12,2026-08-12,470,470,Delivered
PO-19607,MED008,LOC006,SUP001,2026-08-07,2026-08-12,2026-08-12,510,510,Delivered
PO-19608,MED011,LOC001,SUP011,2026-08-07,2026-08-12,2026-08-12,540,540,Delivered
PO-19609,MED013,LOC001,SUP007,2026-08-07,2026-08-12,2026-08-12,370,370,Delivered
PO-19610,MED013,LOC003,SUP007,2026-08-07,2026-08-12,2026-08-12,240,240,Delivered
PO-19611,MED016,LOC007,SUP001,2026-08-07,2026-08-11,2026-08-11,120,120,Delivered
PO-19612,MED017,LOC007,SUP001,2026-08-07,2026-08-12,2026-08-12,100,100,Delivered
PO-19613,MED018,LOC005,SUP001,2026-08-07,2026-08-10,2026-08-10,580,580,Delivered
PO-19614,MED019,LOC007,SUP015,2026-08-07,2026-08-10,2026-08-10,90,90,Delivered
PO-19615,MED020,LOC003,SUP004,2026-08-07,2026-08-12,2026-08-12,790,790,Delivered
PO-19616,MED024,LOC001,SUP009,2026-08-07,2026-08-12,2026-08-12,1880,1880,Delivered
PO-19617,MED026,LOC007,SUP002,2026-08-07,2026-08-13,2026-08-13,160,160,Delivered
PO-19618,MED029,LOC006,SUP015,2026-08-07,2026-08-10,2026-08-10,240,240,Delivered
PO-19619,MED030,LOC007,SUP004,2026-08-07,2026-08-12,2026-08-12,50,50,Delivered
PO-19620,MED034,LOC006,SUP013,2026-08-07,2026-08-13,2026-08-13,270,270,Delivered
PO-19621,MED034,LOC007,SUP013,2026-08-07,2026-08-13,2026-08-13,50,50,Delivered
PO-19622,MED035,LOC007,SUP015,2026-08-07,2026-08-09,2026-08-09,50,50,Delivered
PO-19623,MED036,LOC002,SUP003,2026-08-07,2026-08-09,2026-08-09,960,960,Delivered
PO-19624,MED037,LOC006,SUP015,2026-08-07,2026-08-11,2026-08-11,1970,1970,Delivered
PO-19625,MED039,LOC001,SUP006,2026-08-07,2026-08-15,2026-08-15,80,80,Delivered
PO-19626,MED040,LOC002,SUP004,2026-08-07,2026-08-12,2026-08-12,70,70,Delivered
PO-19627,MED042,LOC006,SUP003,2026-08-07,2026-08-09,2026-08-09,630,630,Delivered
PO-19628,MED047,LOC003,SUP015,2026-08-07,2026-08-10,2026-08-10,580,580,Delivered
PO-19629,MED048,LOC006,SUP015,2026-08-07,2026-08-09,2026-08-09,380,380,Delivered
PO-19630,MED049,LOC004,SUP015,2026-08-07,2026-08-10,2026-08-10,390,390,Delivered
PO-19631,MED050,LOC002,SUP005,2026-08-07,2026-08-11,2026-08-11,990,990,Delivered
PO-19632,MED056,LOC007,SUP005,2026-08-07,2026-08-12,2026-08-12,60,60,Delivered
PO-19633,MED058,LOC006,SUP008,2026-08-07,2026-08-12,2026-08-12,600,600,Delivered
PO-19634,MED059,LOC003,SUP015,2026-08-07,2026-08-10,2026-08-10,540,540,Delivered
PO-19635,MED060,LOC002,SUP015,2026-08-07,2026-08-09,2026-08-09,50,50,Delivered
PO-19636,MED060,LOC006,SUP015,2026-08-07,2026-08-09,2026-08-09,80,80,Delivered
PO-19637,MED063,LOC002,SUP004,2026-08-07,2026-08-14,2026-08-14,190,190,Delivered
PO-19638,MED063,LOC007,SUP004,2026-08-07,2026-08-14,2026-08-14,50,50,Delivered
PO-19639,MED064,LOC002,SUP005,2026-08-07,2026-08-12,2026-08-12,1090,1090,Delivered
PO-19640,MED065,LOC007,SUP015,2026-08-07,2026-08-09,2026-08-09,60,60,Delivered
PO-19641,MED071,LOC001,SUP014,2026-08-07,2026-08-13,2026-08-13,150,150,Delivered
PO-19642,MED073,LOC006,SUP004,2026-08-07,2026-08-13,2026-08-13,160,160,Delivered
PO-19643,MED075,LOC004,SUP004,2026-08-07,2026-08-13,2026-08-13,50,50,Delivered
PO-19644,MED006,LOC003,SUP001,2026-08-08,2026-08-13,2026-08-13,840,840,Delivered
PO-19645,MED006,LOC007,SUP001,2026-08-08,2026-08-13,2026-08-13,50,50,Delivered
PO-19646,MED012,LOC005,SUP007,2026-08-08,2026-08-12,2026-08-12,260,260,Delivered
PO-19647,MED017,LOC005,SUP001,2026-08-08,2026-08-13,2026-08-13,530,530,Delivered
PO-19648,MED019,LOC002,SUP015,2026-08-08,2026-08-11,2026-08-11,480,480,Delivered
PO-19649,MED020,LOC001,SUP004,2026-08-08,2026-08-13,2026-08-13,1010,1010,Delivered
PO-19650,MED021,LOC007,SUP002,2026-08-08,2026-08-12,2026-08-12,110,110,Delivered
PO-19651,MED025,LOC003,SUP002,2026-08-08,2026-08-13,2026-08-13,1340,1340,Delivered
PO-19652,MED028,LOC001,SUP002,2026-08-08,2026-08-13,2026-08-13,770,770,Delivered
PO-19653,MED028,LOC006,SUP002,2026-08-08,2026-08-13,2026-08-13,560,560,Delivered
PO-19654,MED030,LOC004,SUP004,2026-08-08,2026-08-13,2026-08-13,50,50,Delivered
PO-19655,MED032,LOC005,SUP009,2026-08-08,2026-08-11,2026-08-11,220,220,Delivered
PO-19656,MED033,LOC006,SUP004,2026-08-08,2026-08-14,2026-08-14,130,130,Delivered
PO-19657,MED034,LOC001,SUP013,2026-08-08,2026-08-14,2026-08-14,320,320,Delivered
PO-19658,MED039,LOC002,SUP006,2026-08-08,2026-08-16,2026-08-16,50,50,Delivered
PO-19659,MED041,LOC001,SUP015,2026-08-08,2026-08-10,2026-08-10,250,250,Delivered
PO-19660,MED047,LOC007,SUP015,2026-08-08,2026-08-11,2026-08-11,70,70,Delivered
PO-19661,MED052,LOC004,SUP015,2026-08-08,2026-08-11,2026-08-11,70,70,Delivered
PO-19662,MED053,LOC004,SUP010,2026-08-08,2026-08-14,2026-08-14,50,50,Delivered
PO-19663,MED056,LOC006,SUP005,2026-08-08,2026-08-13,2026-08-13,640,640,Delivered
PO-19664,MED062,LOC004,SUP004,2026-08-08,2026-08-13,2026-08-13,200,200,Delivered
PO-19665,MED063,LOC003,SUP004,2026-08-08,2026-08-15,2026-08-15,370,370,Delivered
PO-19666,MED072,LOC002,SUP006,2026-08-08,2026-08-15,2026-08-15,50,50,Delivered
PO-19667,MED010,LOC004,SUP007,2026-08-09,2026-08-13,2026-08-13,150,150,Delivered
PO-19668,MED019,LOC001,SUP015,2026-08-09,2026-08-12,2026-08-12,1330,1330,Delivered
PO-19669,MED020,LOC004,SUP004,2026-08-09,2026-08-14,2026-08-16,110,110,Delayed
PO-19670,MED021,LOC003,SUP002,2026-08-09,2026-08-13,2026-08-13,1390,1390,Delivered
PO-19671,MED023,LOC002,SUP002,2026-08-09,2026-08-13,2026-08-13,410,410,Delivered
PO-19672,MED025,LOC007,SUP002,2026-08-09,2026-08-14,2026-08-14,90,90,Delivered
PO-19673,MED027,LOC006,SUP009,2026-08-09,2026-08-14,2026-08-14,530,530,Delivered
PO-19674,MED029,LOC002,SUP015,2026-08-09,2026-08-12,2026-08-12,140,140,Delivered
PO-19675,MED036,LOC007,SUP003,2026-08-09,2026-08-11,2026-08-11,140,140,Delivered
PO-19676,MED049,LOC006,SUP015,2026-08-09,2026-08-12,2026-08-12,1890,1890,Delivered
PO-19677,MED054,LOC005,SUP015,2026-08-09,2026-08-11,2026-08-11,120,120,Delivered
PO-19678,MED058,LOC003,SUP008,2026-08-09,2026-08-14,2026-08-14,690,690,Delivered
PO-19679,MED058,LOC005,SUP008,2026-08-09,2026-08-14,2026-08-15,240,240,Delayed
PO-19680,MED067,LOC002,SUP012,2026-08-09,2026-08-15,2026-08-15,370,370,Delivered
PO-19681,MED073,LOC003,SUP004,2026-08-09,2026-08-15,2026-08-15,190,190,Delivered
PO-19682,MED004,LOC003,SUP001,2026-08-10,2026-08-14,2026-08-14,300,300,Delivered
PO-19683,MED005,LOC004,SUP001,2026-08-10,2026-08-15,2026-08-15,50,50,Delivered
PO-19684,MED008,LOC007,SUP001,2026-08-10,2026-08-15,2026-08-15,150,150,Delivered
PO-19685,MED016,LOC001,SUP001,2026-08-10,2026-08-14,2026-08-14,2440,2440,Delivered
PO-19686,MED019,LOC006,SUP015,2026-08-10,2026-08-13,2026-08-13,950,950,Delivered
PO-19687,MED022,LOC007,SUP002,2026-08-10,2026-08-14,2026-08-14,70,70,Delivered
PO-19688,MED024,LOC002,SUP009,2026-08-10,2026-08-15,2026-08-15,710,710,Delivered
PO-19689,MED024,LOC004,SUP009,2026-08-10,2026-08-15,2026-08-15,270,270,Delivered
PO-19690,MED025,LOC006,SUP002,2026-08-10,2026-08-15,2026-08-17,1210,1210,Delayed
PO-19691,MED026,LOC001,SUP002,2026-08-10,2026-08-16,2026-08-16,2290,2290,Delivered
PO-19692,MED026,LOC003,SUP002,2026-08-10,2026-08-16,2026-08-16,1700,1700,Delivered
PO-19693,MED027,LOC001,SUP009,2026-08-10,2026-08-15,2026-08-15,680,680,Delivered
PO-19694,MED028,LOC002,SUP002,2026-08-10,2026-08-15,2026-08-15,320,320,Delivered
PO-19695,MED028,LOC003,SUP002,2026-08-10,2026-08-15,2026-08-15,630,630,Delivered
PO-19696,MED029,LOC004,SUP015,2026-08-10,2026-08-13,2026-08-13,50,50,Delivered
PO-19697,MED029,LOC005,SUP015,2026-08-10,2026-08-13,2026-08-13,110,110,Delivered
PO-19698,MED032,LOC004,SUP009,2026-08-10,2026-08-13,2026-08-13,110,110,Delivered
PO-19699,MED036,LOC003,SUP003,2026-08-10,2026-08-12,2026-08-12,1890,1890,Delivered
PO-19700,MED037,LOC001,SUP015,2026-08-10,2026-08-14,2026-08-14,2510,2510,Delivered
PO-19701,MED040,LOC001,SUP004,2026-08-10,2026-08-15,2026-08-15,160,160,Delivered
PO-19702,MED041,LOC006,SUP015,2026-08-10,2026-08-12,2026-08-12,180,180,Delivered
PO-19703,MED042,LOC002,SUP003,2026-08-10,2026-08-12,2026-08-12,290,290,Delivered
PO-19704,MED043,LOC002,SUP003,2026-08-10,2026-08-12,2026-08-12,100,100,Delivered
PO-19705,MED044,LOC001,SUP010,2026-08-10,2026-08-15,2026-08-15,580,580,Delivered
PO-19706,MED044,LOC003,SUP010,2026-08-10,2026-08-15,2026-08-15,400,400,Delivered
PO-19707,MED045,LOC002,SUP004,2026-08-10,2026-08-15,2026-08-15,310,310,Delivered
PO-19708,MED046,LOC001,SUP015,2026-08-10,2026-08-14,2026-08-14,1180,1180,Delivered
PO-19709,MED048,LOC002,SUP015,2026-08-10,2026-08-12,2026-08-12,230,230,Delivered
PO-19710,MED055,LOC007,SUP015,2026-08-10,2026-08-13,2026-08-13,70,70,Delivered
PO-19711,MED056,LOC003,SUP005,2026-08-10,2026-08-15,2026-08-15,690,690,Delivered
PO-19712,MED056,LOC005,SUP005,2026-08-10,2026-08-15,2026-08-18,320,320,Delayed
PO-19713,MED061,LOC005,SUP004,2026-08-10,2026-08-17,2026-08-17,220,220,Delivered
PO-19714,MED064,LOC007,SUP005,2026-08-10,2026-08-15,2026-08-15,160,160,Delivered
PO-19715,MED065,LOC005,SUP015,2026-08-10,2026-08-12,2026-08-12,320,320,Delivered
PO-19716,MED067,LOC003,SUP012,2026-08-10,2026-08-16,2026-08-16,850,850,Delivered
PO-19717,MED069,LOC007,SUP004,2026-08-10,2026-08-17,2026-08-17,180,180,Delivered
PO-19718,MED001,LOC002,SUP001,2026-08-11,2026-08-16,2026-08-16,380,380,Delivered
PO-19719,MED004,LOC002,SUP001,2026-08-11,2026-08-15,2026-08-15,150,150,Delivered
PO-19720,MED005,LOC002,SUP001,2026-08-11,2026-08-16,2026-08-16,150,150,Delivered
PO-19721,MED009,LOC002,SUP007,2026-08-11,2026-08-15,2026-08-15,700,700,Delivered
PO-19722,MED009,LOC006,SUP007,2026-08-11,2026-08-15,2026-08-15,1170,1170,Delivered
PO-19723,MED009,LOC007,SUP007,2026-08-11,2026-08-15,2026-08-16,110,110,Delayed
PO-19724,MED012,LOC001,SUP007,2026-08-11,2026-08-15,2026-08-15,810,810,Delivered
PO-19725,MED015,LOC006,SUP011,2026-08-11,2026-08-14,2026-08-16,460,460,Delayed
PO-19726,MED015,LOC007,SUP011,2026-08-11,2026-08-14,2026-08-14,180,180,Delivered
PO-19727,MED016,LOC003,SUP001,2026-08-11,2026-08-15,2026-08-15,1880,1880,Delivered
PO-19728,MED017,LOC002,SUP001,2026-08-11,2026-08-16,2026-08-16,550,550,Delivered
PO-19729,MED020,LOC002,SUP004,2026-08-11,2026-08-16,2026-08-16,400,400,Delivered
PO-19730,MED020,LOC005,SUP004,2026-08-11,2026-08-16,2026-08-16,300,300,Delivered
PO-19731,MED020,LOC007,SUP004,2026-08-11,2026-08-16,2026-08-16,270,270,Delivered
PO-19732,MED022,LOC001,SUP002,2026-08-11,2026-08-15,2026-08-15,1070,1070,Delivered
PO-19733,MED023,LOC005,SUP002,2026-08-11,2026-08-15,2026-08-15,360,360,Delivered
PO-19734,MED031,LOC001,SUP015,2026-08-11,2026-08-14,2026-08-16,1450,1450,Delayed
PO-19735,MED031,LOC005,SUP015,2026-08-11,2026-08-14,2026-08-14,440,440,Delivered
PO-19736,MED039,LOC006,SUP006,2026-08-11,2026-08-19,2026-08-19,70,70,Delivered
PO-19737,MED046,LOC006,SUP015,2026-08-11,2026-08-15,2026-08-15,840,840,Delivered
PO-19738,MED053,LOC005,SUP010,2026-08-11,2026-08-17,2026-08-20,110,110,Delayed
PO-19739,MED056,LOC002,SUP005,2026-08-11,2026-08-16,2026-08-16,370,370,Delivered
PO-19740,MED056,LOC004,SUP005,2026-08-11,2026-08-16,2026-08-16,330,330,Delivered
PO-19741,MED057,LOC001,SUP008,2026-08-11,2026-08-15,,760,0,Delayed
PO-19742,MED059,LOC002,SUP015,2026-08-11,2026-08-14,2026-08-14,250,250,Delivered
PO-19743,MED062,LOC003,SUP004,2026-08-11,2026-08-16,2026-08-16,1150,1150,Delivered
PO-19744,MED064,LOC005,SUP005,2026-08-11,2026-08-16,2026-08-16,950,950,Delivered
PO-19745,MED065,LOC006,SUP015,2026-08-11,2026-08-13,2026-08-13,690,690,Delivered
PO-19746,MED071,LOC003,SUP014,2026-08-11,2026-08-17,2026-08-17,120,120,Delivered
PO-19747,MED072,LOC005,SUP006,2026-08-11,2026-08-18,2026-08-18,50,50,Delivered
PO-19748,MED072,LOC006,SUP006,2026-08-11,2026-08-18,2026-08-18,50,50,Delivered
PO-19749,MED073,LOC001,SUP004,2026-08-11,2026-08-17,2026-08-17,240,240,Delivered
PO-19750,MED001,LOC005,SUP001,2026-08-12,2026-08-17,2026-08-17,330,330,Delivered
PO-19751,MED006,LOC006,SUP001,2026-08-12,2026-08-17,2026-08-17,1190,1190,Delivered
PO-19752,MED010,LOC003,SUP007,2026-08-12,2026-08-16,2026-08-16,810,810,Delivered
PO-19753,MED021,LOC001,SUP002,2026-08-12,2026-08-16,2026-08-16,1650,1650,Delivered
PO-19754,MED025,LOC001,SUP002,2026-08-12,2026-08-17,2026-08-17,1640,1640,Delivered
PO-19755,MED025,LOC004,SUP002,2026-08-12,2026-08-17,2026-08-17,240,240,Delivered
PO-19756,MED027,LOC003,SUP009,2026-08-12,2026-08-17,2026-08-17,580,580,Delivered
PO-19757,MED027,LOC004,SUP009,2026-08-12,2026-08-17,2026-08-17,110,110,Delivered
PO-19758,MED027,LOC005,SUP009,2026-08-12,2026-08-17,2026-08-17,220,220,Delivered
PO-19759,MED035,LOC006,SUP015,2026-08-12,2026-08-14,2026-08-14,180,180,Delivered
PO-19760,MED036,LOC001,SUP003,2026-08-12,2026-08-14,2026-08-14,2350,2350,Delivered
PO-19761,MED036,LOC004,SUP003,2026-08-12,2026-08-14,2026-08-14,300,300,Delivered
PO-19762,MED036,LOC006,SUP003,2026-08-12,2026-08-14,2026-08-14,1640,1640,Delivered
PO-19763,MED049,LOC003,SUP015,2026-08-12,2026-08-15,2026-08-15,1820,1820,Delivered
PO-19764,MED050,LOC005,SUP005,2026-08-12,2026-08-16,2026-08-16,810,810,Delivered
PO-19765,MED055,LOC003,SUP015,2026-08-12,2026-08-15,2026-08-15,790,790,Delivered
PO-19766,MED055,LOC005,SUP015,2026-08-12,2026-08-15,2026-08-15,340,340,Delivered
PO-19767,MED058,LOC007,SUP008,2026-08-12,2026-08-17,2026-08-17,60,60,Delivered
PO-19768,MED064,LOC004,SUP005,2026-08-12,2026-08-17,2026-08-17,390,390,Delivered
PO-19769,MED066,LOC001,SUP004,2026-08-12,2026-08-18,2026-08-18,1250,1250,Delivered
PO-19770,MED066,LOC006,SUP004,2026-08-12,2026-08-18,2026-08-18,900,900,Delivered
PO-19771,MED069,LOC004,SUP004,2026-08-12,2026-08-19,2026-08-19,450,450,Delivered
PO-19772,MED001,LOC004,SUP001,2026-08-13,2026-08-18,2026-08-18,160,160,Delivered
PO-19773,MED002,LOC003,SUP010,2026-08-13,2026-08-20,2026-08-20,410,410,Delivered
PO-19774,MED002,LOC007,SUP010,2026-08-13,2026-08-20,2026-08-20,50,50,Delivered
PO-19775,MED003,LOC002,SUP001,2026-08-13,2026-08-16,2026-08-16,140,140,Delivered
PO-19776,MED004,LOC004,SUP001,2026-08-13,2026-08-17,2026-08-17,50,50,Delivered
PO-19777,MED005,LOC005,SUP001,2026-08-13,2026-08-18,2026-08-18,110,110,Delivered
PO-19778,MED006,LOC002,SUP001,2026-08-13,2026-08-18,2026-08-18,440,440,Delivered
PO-19779,MED007,LOC003,SUP011,2026-08-13,2026-08-16,2026-08-19,1150,1150,Delayed
PO-19780,MED011,LOC007,SUP011,2026-08-13,2026-08-18,2026-08-18,140,140,Delivered
PO-19781,MED012,LOC003,SUP007,2026-08-13,2026-08-17,2026-08-17,650,650,Delivered
PO-19782,MED016,LOC004,SUP001,2026-08-13,2026-08-17,2026-08-17,340,340,Delivered
PO-19783,MED025,LOC002,SUP002,2026-08-13,2026-08-18,2026-08-18,660,660,Delivered
PO-19784,MED027,LOC007,SUP009,2026-08-13,2026-08-18,2026-08-18,50,50,Delivered
PO-19785,MED031,LOC006,SUP015,2026-08-13,2026-08-16,2026-08-16,1110,1110,Delivered
PO-19786,MED032,LOC001,SUP009,2026-08-13,2026-08-16,2026-08-16,650,650,Delivered
PO-19787,MED037,LOC002,SUP015,2026-08-13,2026-08-17,2026-08-17,1010,1010,Delivered
PO-19788,MED038,LOC001,SUP015,2026-08-13,2026-08-15,2026-08-15,150,150,Delivered
PO-19789,MED041,LOC004,SUP015,2026-08-13,2026-08-15,2026-08-15,50,50,Delivered
PO-19790,MED045,LOC004,SUP004,2026-08-13,2026-08-18,2026-08-18,120,120,Delivered
PO-19791,MED045,LOC005,SUP004,2026-08-13,2026-08-18,2026-08-18,260,260,Delivered
PO-19792,MED045,LOC007,SUP004,2026-08-13,2026-08-18,2026-08-18,60,60,Delivered
PO-19793,MED047,LOC006,SUP015,2026-08-13,2026-08-16,2026-08-17,490,490,Delayed
PO-19794,MED048,LOC004,SUP015,2026-08-13,2026-08-15,2026-08-15,80,80,Delivered
PO-19795,MED048,LOC005,SUP015,2026-08-13,2026-08-15,2026-08-16,190,190,Delayed
PO-19796,MED050,LOC006,SUP005,2026-08-13,2026-08-17,2026-08-17,1760,1760,Delivered
PO-19797,MED051,LOC005,SUP015,2026-08-13,2026-08-15,2026-08-15,620,620,Delivered
PO-19798,MED053,LOC002,SUP010,2026-08-13,2026-08-19,2026-08-19,100,100,Delivered
PO-19799,MED053,LOC006,SUP010,2026-08-13,2026-08-19,2026-08-20,320,320,Delayed
PO-19800,MED065,LOC002,SUP015,2026-08-13,2026-08-15,2026-08-15,420,420,Delivered
PO-19801,MED068,LOC001,SUP004,2026-08-13,2026-08-19,2026-08-19,4310,4310,Delivered
PO-19802,MED068,LOC007,SUP004,2026-08-13,2026-08-19,2026-08-19,250,250,Delivered
PO-19803,MED070,LOC001,SUP004,2026-08-13,2026-08-19,2026-08-19,560,560,Delivered
PO-19804,MED072,LOC007,SUP006,2026-08-13,2026-08-20,2026-08-20,50,50,Delivered
PO-19805,MED074,LOC001,SUP006,2026-08-13,2026-08-21,2026-08-21,110,110,Delivered
PO-19806,MED075,LOC002,SUP004,2026-08-13,2026-08-19,2026-08-19,340,340,Delivered
PO-19807,MED004,LOC005,SUP001,2026-08-14,2026-08-18,2026-08-18,160,160,Delivered
PO-19808,MED005,LOC001,SUP001,2026-08-14,2026-08-19,2026-08-19,380,380,Delivered
PO-19809,MED006,LOC004,SUP001,2026-08-14,2026-08-19,2026-08-19,140,140,Delivered
PO-19810,MED006,LOC005,SUP001,2026-08-14,2026-08-19,2026-08-19,360,360,Delivered
PO-19811,MED010,LOC001,SUP007,2026-08-14,2026-08-18,2026-08-18,1060,1060,Delivered
PO-19812,MED011,LOC004,SUP011,2026-08-14,2026-08-19,2026-08-19,80,80,Delivered
PO-19813,MED013,LOC002,SUP007,2026-08-14,2026-08-19,2026-08-19,120,120,Delivered
PO-19814,MED018,LOC006,SUP001,2026-08-14,2026-08-17,2026-08-17,1270,1270,Delivered
PO-19815,MED019,LOC003,SUP015,2026-08-14,2026-08-17,2026-08-17,970,970,Delivered
PO-19816,MED021,LOC002,SUP002,2026-08-14,2026-08-18,2026-08-18,680,680,Delivered
PO-19817,MED021,LOC006,SUP002,2026-08-14,2026-08-18,2026-08-18,1300,1300,Delivered
PO-19818,MED022,LOC002,SUP002,2026-08-14,2026-08-18,2026-08-19,160,160,Delayed
PO-19819,MED026,LOC002,SUP002,2026-08-14,2026-08-20,2026-08-20,880,880,Delivered
PO-19820,MED028,LOC007,SUP002,2026-08-14,2026-08-19,2026-08-19,60,60,Delivered
PO-19821,MED029,LOC003,SUP015,2026-08-14,2026-08-17,2026-08-17,200,200,Delivered
PO-19822,MED030,LOC005,SUP004,2026-08-14,2026-08-19,2026-08-19,80,80,Delivered
PO-19823,MED030,LOC006,SUP004,2026-08-14,2026-08-19,2026-08-19,170,170,Delivered
PO-19824,MED033,LOC003,SUP004,2026-08-14,2026-08-20,2026-08-20,180,180,Delivered
PO-19825,MED035,LOC002,SUP015,2026-08-14,2026-08-16,2026-08-16,120,120,Delivered
PO-19826,MED038,LOC002,SUP015,2026-08-14,2026-08-16,2026-08-16,80,80,Delivered
PO-19827,MED038,LOC003,SUP015,2026-08-14,2026-08-16,2026-08-16,110,110,Delivered
PO-19828,MED038,LOC005,SUP015,2026-08-14,2026-08-16,2026-08-16,60,60,Delivered
PO-19829,MED038,LOC007,SUP015,2026-08-14,2026-08-16,2026-08-16,50,50,Delivered
PO-19830,MED039,LOC003,SUP006,2026-08-14,2026-08-22,2026-08-22,80,80,Delivered
PO-19831,MED041,LOC002,SUP015,2026-08-14,2026-08-16,2026-08-16,100,100,Delivered
PO-19832,MED042,LOC001,SUP003,2026-08-14,2026-08-16,2026-08-16,850,850,Delivered
PO-19833,MED045,LOC003,SUP004,2026-08-14,2026-08-19,2026-08-19,660,660,Delivered
PO-19834,MED047,LOC001,SUP015,2026-08-14,2026-08-17,2026-08-17,770,770,Delivered
PO-19835,MED047,LOC002,SUP015,2026-08-14,2026-08-17,2026-08-17,310,310,Delivered
PO-19836,MED047,LOC005,SUP015,2026-08-14,2026-08-17,2026-08-17,250,250,Delivered
PO-19837,MED053,LOC003,SUP010,2026-08-14,2026-08-20,2026-08-20,220,220,Delivered
PO-19838,MED057,LOC007,SUP008,2026-08-14,2026-08-18,,50,0,Delayed
PO-19839,MED062,LOC005,SUP004,2026-08-14,2026-08-19,2026-08-19,460,460,Delivered
PO-19840,MED069,LOC002,SUP004,2026-08-14,2026-08-21,2026-08-21,1200,1200,Delivered
PO-19841,MED070,LOC002,SUP004,2026-08-14,2026-08-20,2026-08-20,230,230,Delivered
PO-19842,MED070,LOC003,SUP004,2026-08-14,2026-08-20,2026-08-20,420,420,Delivered
PO-19843,MED070,LOC004,SUP004,2026-08-14,2026-08-20,2026-08-23,50,50,Delayed
PO-19844,MED073,LOC004,SUP004,2026-08-14,2026-08-20,2026-08-20,50,50,Delivered
PO-19845,MED074,LOC006,SUP006,2026-08-14,2026-08-22,2026-08-25,70,70,Delayed
PO-19846,MED074,LOC007,SUP006,2026-08-14,2026-08-22,2026-08-22,50,50,Delivered
PO-19847,MED075,LOC006,SUP004,2026-08-14,2026-08-20,2026-08-20,590,590,Delivered
PO-19848,MED002,LOC006,SUP010,2026-08-15,2026-08-22,2026-08-22,700,700,Delivered
PO-19849,MED003,LOC004,SUP001,2026-08-15,2026-08-18,2026-08-18,50,50,Delivered
PO-19850,MED009,LOC003,SUP007,2026-08-15,2026-08-19,2026-08-19,1310,1310,Delivered
PO-19851,MED014,LOC005,SUP007,2026-08-15,2026-08-18,2026-08-18,180,180,Delivered
PO-19852,MED018,LOC001,SUP001,2026-08-15,2026-08-18,2026-08-18,1610,1610,Delivered
PO-19853,MED023,LOC006,SUP002,2026-08-15,2026-08-19,2026-08-19,800,800,Delivered
PO-19854,MED024,LOC005,SUP009,2026-08-15,2026-08-20,2026-08-20,600,600,Delivered
PO-19855,MED026,LOC006,SUP002,2026-08-15,2026-08-21,2026-08-21,1720,1720,Delivered
PO-19856,MED028,LOC004,SUP002,2026-08-15,2026-08-20,2026-08-20,120,120,Delivered
PO-19857,MED033,LOC004,SUP004,2026-08-15,2026-08-21,2026-08-21,50,50,Delivered
PO-19858,MED034,LOC002,SUP013,2026-08-15,2026-08-21,2026-08-24,150,150,Delayed
PO-19859,MED034,LOC005,SUP013,2026-08-15,2026-08-21,2026-08-21,100,100,Delivered
PO-19860,MED037,LOC007,SUP015,2026-08-15,2026-08-19,2026-08-19,140,140,Delivered
PO-19861,MED040,LOC004,SUP004,2026-08-15,2026-08-20,2026-08-20,50,50,Delivered
PO-19862,MED042,LOC004,SUP003,2026-08-15,2026-08-17,2026-08-17,140,140,Delivered
PO-19863,MED043,LOC005,SUP003,2026-08-15,2026-08-17,2026-08-17,110,110,Delivered
